"title";"abstract";"cleaned_year";"author";"source";"link"
"Moderating Simulation Lag in Haptic Virtual Environments";"Simulation lag is a known issue in networked virtual environments where users are geographically distributed. When users collaborate across the network using haptics, there are always momentary lacks of synchronization due to packet delay, loss, and jitter. Many strategies exist for dealing with such scenarios, but these strategies concentrate on one aspect and don't adequately address the necessary realism, causality, and the sense of co-presence in the virtual environments during closely-coupled haptic tasks. In this paper, we propose an approach that uses two techniques to moderate the simulation lag in haptic-based virtual environments. A decorator, which is a visual cue embedded in the haptic virtual object, is used to inform the user about the sate of simulation lag. In addition, this decorator is controlled by an algorithm that predicts the users' most likely action in the very short term, and compensates delayed or lost packets by interpolating collaborative actions. In other words, this technique improvises the current state of the haptic virtual object and displays it to the local user, in addition to calculating the current network delay/loss and indicating it non-intrusively to the local user";"2006";"A. Boukerche and S. Shirmohammadi and A. Hossain";"39th Annual Simulation Symposium (ANSS'06)";"https://doi.org/10.1109/ANSS.2006.31"
"The Influence of Avatar Representation on Haptic Interaction in Virtual Environment";"Co-presence is the index that indicates the degree to which the observer believes he/she is not alone and secluded. The representation of avatars in virtual environments (VE) having an effect on co-presence was reported. However, these reports are only limited to visual interaction. This paper aims to clarify the influence of the avatar representation on cooperative haptic interaction. Haptic interaction in the VE is essential for teleoperation. A cooperative task with multilateral control was conducted, and the haptic interaction was analyzed by conducting a survey. In the experiment, the avatar representation was changed by three patterns of the avatar representation as follows; all of subjects’ avatars are displayed, only the subject’s avatar is displayed, and all of subjects’ avatar is not displayed. The experimental results showed that the avatar representation did not affect the haptic interaction. On the other hand, the subject’s impression was changed by the avatar representation. Therefore, it was concluded that the avatars are not always necessary in a cooperative task.";"2022";"G. Sasaki and H. Igarashi";"IECON 2022 – 48th Annual Conference of the IEEE Industrial Electronics Society";"https://doi.org/10.1109/IECON49645.2022.9968985"
"Recognition of Haptic Interaction Patterns in Dyadic Joint Object Manipulation";"The development of robots that can physically cooperate with humans has attained interest in the last decades. Obviously, this effort requires a deep understanding of the intrinsic properties of interaction. Up to now, many researchers have focused on inferring human intents in terms of intermediate or terminal goals in physical tasks. On the other hand, working side by side with people, an autonomous robot additionally needs to come up with in-depth information about underlying haptic interaction patterns that are typically encountered during human-human cooperation. However, to our knowledge, no study has yet focused on characterizing such detailed information. In this sense, this work is pioneering as an effort to gain deeper understanding of interaction patterns involving two or more humans in a physical task. We present a labeled human-human-interaction dataset, which captures the interaction of two humans, who collaboratively transport an object in an haptics-enabled virtual environment. In the light of information gained by studying this dataset, we propose that the actions of cooperating partners can be examined under three interaction types: In any cooperative task, the interacting humans either 1) work in harmony, 2) cope with conflicts, or 3) remain passive during interaction. In line with this conception, we present a taxonomy of human interaction patterns; then propose five different feature sets, comprising force-, velocity-and power-related information, for the classification of these patterns. Our evaluation shows that using a multi-class support vector machine (SVM) classifier, we can accomplish a correct classification rate of 86 percent for the identification of interaction patterns, an accuracy obtained by fusing a selected set of most informative features by Minimum Redundancy Maximum Relevance (mRMR) feature selection method.";"2015";"C. E. Madan and A. Kucukyilmaz and T. M. Sezgin and C. Basdogan";"IEEE Transactions on Haptics";"https://doi.org/10.1109/TOH.2014.2384049"
"Collaborative haptic interaction in virtual environment of multi-operator multi-robot teleoperation systems";"In a multi-operator multi-robot (MOMR) teleoperation system, each human operator controls a remote slave robot via a corresponding master interface to jointly perform complex tasks. This paper provides a hardware-in-loop simulation to study collaborative haptic interaction of MOMR teleoperation systems based on decentralized control approach. This approach uses physically-based motion simulation for rendering cooperative virtual manipulation in haptic interfaces. The dynamic behavior including contact force and collision detection is calculated using Open Dynamics Engine and reflected on haptic interface to assist operators to implement cooperative tasks in graphic environment. The result of this study constitutes a significant step forward for distributed haptic collaboration.";"2012";"N. T. Thanh and X. Jiang and S. Abiko and T. Tsujita and A. Konno and M. Uchiyama";"2012 Proceedings of SICE Annual Conference (SICE)";NA
"Intention Recognition for Dynamic Role Exchange in Haptic Collaboration";"In human-computer collaboration involving haptics, a key issue that remains to be solved is to establish an intuitive communication between the partners. Even though computers are widely used to aid human operators in teleoperation, guidance, and training, because they lack the adaptability, versatility, and awareness of a human, their ability to improve efficiency and effectiveness in dynamic tasks is limited. We suggest that the communication between a human and a computer can be improved if it involves a decision-making process in which the computer is programmed to infer the intentions of the human operator and dynamically adjust the control levels of the interacting parties to facilitate a more intuitive interaction setup. In this paper, we investigate the utility of such a dynamic role exchange mechanism, where partners negotiate through the haptic channel to trade their control levels on a collaborative task. We examine the energy consumption, the work done on the manipulated object, and the joint efficiency in addition to the task performance. We show that when compared to an equal control condition, a role exchange mechanism improves task performance and the joint efficiency of the partners. We also show that augmenting the system with additional informative visual and vibrotactile cues, which are used to display the state of interaction, allows the users to become aware of the underlying role exchange mechanism and utilize it in favor of the task. These cues also improve the user's sense of interaction and reinforce his/her belief that the computer aids with the execution of the task.";"2013";"A. Kucukyilmaz and T. M. Sezgin and C. Basdogan";"IEEE Transactions on Haptics";"https://doi.org/10.1109/TOH.2012.21"
"Influences of haptic communication on a shared manual task";"With the advent of new haptic feedback devices, researchers are giving serious consideration to the incorporation of haptic communication in collaborative virtual environments. For instance, haptic interactions based tools can be used for medical and related education whereby students can train in minimal invasive surgery using virtual reality before approaching human subjects. To design virtual environments that support haptic communication, a deeper understanding of humans′ haptic interactions is required. In this paper, human′s haptic collaboration is investigated. A collaborative virtual environment was designed to support performing a shared manual task. To evaluate this system, 60 medical students participated to an experimental study. Participants were asked to perform in dyads a needle insertion task after a training period. Results show that compared to conventional training methods, a visual-haptic training improves user′s collaborative performance. In addition, we found that haptic interaction influences the partners′ verbal communication when sharing haptic information. This indicates that the haptic communication training changes the nature of the users′ mental representations. Finally, we found that haptic interactions increased the sense of copresence in the virtual environment: haptic communication facilitates users′ collaboration in a shared manual task within a shared virtual environment. Design implications for including haptic communication in virtual environments are outlined.";"2011";"Chellali, Amine and Dumas, Cédric and Milleville-Pennel, Isabelle";"Cognitive Ergonomics for Situated Human-Automation Collaboration";"https://doi.org/10.1016/j.intcom.2011.05.002"
"Haptic negotiation and role exchange for collaboration in virtual environments";"We investigate how collaborative guidance can be realized in multi-modal virtual environments for dynamic tasks involving motor control. Haptic guidance in our context can be defined as any form of force/tactile feedback that the computer generates to help a user execute a task in a faster, more accurate, and subjectively more pleasing fashion. In particular, we are interested in determining guidance mechanisms that best facilitate task performance and arouse a natural sense of collaboration. We suggest that a haptic guidance system can be further improved if it is supplemented with a role exchange mechanism, which allows the computer to adjust the forces it applies to the user in response to his/her actions. Recent work on collaboration and role exchange presented new perspectives on defining roles and interaction. However existing approaches mainly focus on relatively basic environments where the state of the system can be defined with a few parameters. We designed and implemented a complex and highly dynamic multimodal game for testing our interaction model. Since the state space of our application is complex, role exchange needs to be implemented carefully. We defined a novel negotiation process, which facilitates dynamic communication between the user and the computer, and realizes the exchange of roles using a three-state finite state machine. Our preliminary results indicate that even though the negotiation and role exchange mechanism we adopted does not improve performance in every evaluation criteria, it introduces a more personal and human-like interaction model.";"2010";"S. O. Oguz and A. Kucukyilmaz and T. M. Sezgin and C. Basdogan";"2010 IEEE Haptics Symposium";"https://doi.org/10.1109/HAPTIC.2010.5444628"
"Analysis of virtual environment haptic robotic systems for a rehabilitation of post-stroke patients";"Haptic refers to feedback of a physical signal to a human user through touch. A haptic system realizes this feedback. In most of the applications today, the physical signal refers to force but not necessary. Virtual environment haptic systems refers to the situation where the force to be feedback from the objects in a virtual environment or computer. Virtual environment haptic robotic systems are widely used for rehabilitation and training of surgeon. However, currently, these systems seem to be qualitative; as such the training goal can never be precise. The root cause for this shortcoming is absence of theoretical analysis of virtual environment haptic robotic systems. This paper reports our work on a theoretical analysis of the virtual environment haptic robotic system. A commercial system Phantom Omni was taken as a case system to facilitate this research. This research has a generalized implication to any kind of virtual environment haptic robotic system as well as to general Human-Machine Cooperative Robot, a kind of which is the haptic system.";"2017";"T. T. Jiang and Z. Q. Qian and Y. Lin and Z. M. Bi and Y. F. Liu and W. J. Zhang";"2017 IEEE International Conference on Industrial Technology (ICIT)";"https://doi.org/10.1109/ICIT.2017.7915451"
"Using a 6 Degrees of Freedom Virtual Reality Input Device With An Augmented Reality Headset In A Collaborative Environment";"Augmented reality headsets have become increasingly consumer-available. Often gesture and speech are the main input modalities provided by these headsets. For some tasks, users may need a more precise input method. Tracked controllers can be added by using image tracking; however, this is not always the most accurate solution. This work outlines how to use off-the-shelf products to create a collaborative cross-device mixed reality experience. In that experience, the positionally tracked inputs from one headset can be used by another headset that may not natively support them.";"2021";"A. S. Williams and F. R. Ortega";"2021 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)";"https://doi.org/10.1109/VRW52623.2021.00045"
"Beaming: An Asymmetric Telepresence System";"The Beaming project recreates, virtually, a real environment; using immersive VR, remote participants can visit the virtual model and interact with the people in the real environment. The real environment doesn't need extensive equipment and can be a space such as an office or meeting room, domestic environment, or social space.";"2012";"A. Steed and W. Steptoe and W. Oyekoya and F. Pece and T. Weyrich and J. Kautz and D. Friedman and A. Peer and M. Solazzi and F. Tecchia and M. Bergamasco and M. Slater";"IEEE Computer Graphics and Applications";"https://doi.org/10.1109/MCG.2012.110"
"Prototype of Force Feedback Tool for Mixed Reality Applications";"This prototype demonstrates the viability of manipulating both physical and virtual objects with the same tool in order to maintain object permanence across both modes of interaction. Using oppositional force feedback, provided by a servo, and an augmented visual interface, provided by the user’s smartphone, this tool simulates the look and feel of a physical object within an augmented environment. Additionally, the tool is also able to manipulate physical objects that are not part of the augmented reality, such as a physical nut. By integrating both modes of interaction into the same tool, users can fluidly move between these different modes of interaction, manipulating both physical and virtual objects as the need arises. By overlaying this kind of visual and haptic augmentation onto a common tool such as a pair of pliers, we hope to further explore scenarios for collaborative telepresence in future work.";"2021";"I. Gonsher and Z. Lei";"2021 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct)";"https://doi.org/10.1109/ISMAR-Adjunct54149.2021.00123"
"3D Visual Component Based Development System for Medical Training Systems Supporting Haptic Devices and Their Collaborative Environments";"This paper treats a development system for medical training systems supporting haptic devices. The research group of the authors has already proposed a 3D software development system called Intelligent Box. Intelligent Box has provided various software components called boxes, which are 3D visible, reactive objects. Intelligent Box allows the user to develop 3D graphics applications by combining already existing boxes through direct manipulations on a computer screen without writing any text-based programs. This is the main feature of Intelligent Box, which is different from other conventional systems. Recently, the authors have been developing functionalities as boxes dedicated for medical training systems supporting hap tic devices like Phantoms. In this paper, the authors introduce such new boxes. Also, Intelligent Box has already provided a particular box called Room Box, which enables to build distributed 3D graphics applications. Using this box with the new boxes introduced in this paper, it will become possible to build collaborative environments for medical training systems. In this paper, the authors also explain how easily such collaborative environments of medical training systems can be built.";"2012";"Y. Kosuki and Y. Okada";"2012 Sixth International Conference on Complex, Intelligent, and Software Intensive Systems";"https://doi.org/10.1109/CISIS.2012.131"
"A Study to Support Haptic Collaboration with Real Time Force Feedback over Wireless Networks";"This paper presents an investigation into a new peer-to-peer wireless network architecture for real time tele-haptic operation in distributed virtual environments (DVEs). A novel force collaboration and position synchronization algorithm is developed in order to support wireless networked haptic interactions. The new peer-to-peer architecture is able to support haptic interactions over wireless IP networkes. Experiments have been conducted to show the performance of this with different wireless hopping. Experiments have also been conducted to investigate the threshold levels of QoS required (i.e. number of wireless hopping) for wireless networked haptic collaboration. Findings of the study are presented in this paper and it shows the challenges in conducting haptic collaboration over wireless IP networks. The wireless channel condition varies over time due to such factors as channel characteristics, the PHY scheme selected, time-varying interference, and the priority of services (QoS demands) from MAC/PHY layers.";"2011";"K. M. Yap and T. -H. Lee";"2011 First International Conference on Robot, Vision and Signal Processing";"https://doi.org/10.1109/RVSP.2011.80"
"Supporting haptic collaboration across networked peers with real time force feedback in distributed virtual environments";"In this paper, we design and implement a new peer- to-peer network architecture for real time tele-haptic operation in distributed virtual environments (DVEs). We have also developed a novel force collaboration and position synchronization algorithm in order to support networked haptic interactions. In order to interact successfully in DVE with haptic devices, haptic applications require a stringent Quality of Service (QoS) service from the network. Impairments such as time delay, jitter and packet loss each have different (and severe) impacts on remote haptic collaborations. The new peer-to-peer architecture is able to support haptic interactions across time-varying networked peers. Experiments have been conducted to investigate the levels of QoS required for networked haptic collaboration. We also examine whether existing compensation algorithms can be used to enhance the performance of the system. The performance of two algorithms that compensate for delay (TiDeCtrade), and position (dead reckoning) are examined. Findings of the study, together with a set of network QoS parameter values obtained for supporting haptic collaboration over IP networks, are presented.";"2007";"K. M. Yap and A. Marshall and W. Yu";"2007 IEEE International Conference on Telecommunications and Malaysia International Conference on Communications";"https://doi.org/10.1109/ICTMICC.2007.4448687"
"Haptic Designation Tool to Improve Working Strategy in Collaborative Virtual Environment";"Coordinating team's work in a 3D Collaborative Virtual Environments is a real challenge. The communication constraints in such environments reduces the understanding between the partner's and thus complicates the team's coordintation. In order to facilitate the coordination, this paper proposes a hap tic tool for the designation of targets. This tool was experimented in a context of collaborative molecular design where one user designates tasks and coordinates the actions of two operators. The experimental results show an improvement of the working efficiency of the group and a better sharing of the activity between partners. Moreover, we observe that the hap tic guidance enables an accurate selection of targets which leads to an improvement of performance during the deformation process.";"2015";"A. Girard and M. Ammi";"2015 IEEE International Conference on Systems, Man, and Cybernetics";"https://doi.org/10.1109/SMC.2015.235"
"An Integrated Haptic Data Transmission in Haptic Collaborative Virtual Environments";"Haptic Collaboration Virtual Environment (HCVE) is an enhanced virtual reality space with haptic interface support. HCVE users are connected together over the network and are able to work together by using sense of touch, i.e. haptics as well as audio and visual interfaces. In HCVE, the communication of haptic data is challenging because of time-varying network conditions and extremely high data rate. To mitigate such difficulties, we propose a linear prediction algorithm and a buffering scheme which is an integrated scheme for haptic data transmission. The prediction algorithm is to minimize the negative effects from network delay, loss and jitter, while the buffering scheme is to easily synchronize haptic interaction. For the evaluation of our proposed schemes, we build an experimental test bed for HCVE. As the result, we observe that our schemes are effective in improving the quality of haptic experiences. The quantitative measurement results are presented";"2007";"Y. You and M. Y. Sung and K. Jun";"6th IEEE/ACIS International Conference on Computer and Information Science (ICIS 2007)";"https://doi.org/10.1109/ICIS.2007.58"
"Toward Volume-Based Haptic Collaborative Virtual Environment with Realistic Sensation";"In this paper, we propose a volume-based realistic communication system called Haptic Communication that allows participants to interact in real-time with others at remote locations on the network in haptic perception (sense of touch) of soft objects in virtual environments. To provide sense of touch at remote locations in real-time we construct the system as follows. At first virtual soft objects are represented by adaptive volume model in the PCs at the remote locations. Next, from the parameters of positions and forces at contacting points transmitted via network, at each PC the reflection force of the soft object is calculated rapidly and accurately. Eventually, as a result the haptic and visual information are rendered by means of a haptic device PHANToM and a volume graphic software at the PCs. We investigated the efficiency of our system via experiments on a simulation of needle insertion with high force feedback rates at remote locations on a WAN between Ritsumeikan University, Biwako Kusatsu Campus and Osaka University, Toyonaka Campus. The experiment results show that the delay due to network traffic is negligible.";"2008";"T. Tanaka and S. Yamaguchi and L. Jooho and N. Shimada and H. T. Tanaka";"2008 Second International Symposium on Universal Communication";"https://doi.org/10.1109/ISUC.2008.47"
"Effective Cooperative Haptic Interaction over the Internet";"We present a system that enables, for the first time, effective transatlantic cooperative haptic manipulation of objects whose motion is computed using a physically-based model. We propose a technique for maintaining synchrony between simulations in a peer-to-peer system, while providing responsive direct manipulation for all users. The effectiveness of this approach is determined through extensive user trials involving concurrent haptic manipulation of a shared object. A CAD assembly task, using physically-based motion simulation and haptic feedback, was carried out between the USA and the UK with network latencies in the order of 120ms. We compare the effects of latency on synchrony between peers over the Internet with a low latency (0.5ms) local area network. Both quantitatively and qualitatively, when using our technique, the performance achieved over the Internet is comparable to that on a LAN. As such, this technique constitutes a significant step forward for distributed haptic collaboration";"2007";"M. Glencross and C. Jay and J. Feasel and L. Kohli and M. Whitton and R. Hubbold";"2007 IEEE Virtual Reality Conference";"https://doi.org/10.1109/VR.2007.352471"
"Proactive haptic articulation for intercommunication in collaborative virtual environments";"In this paper, we look upon elements present in speech articulation to introduce proactive haptic articulation as a novel approach for communication in Collaborative Virtual Environments. We defend the hypothesis that elements present in natural language, when added to the design of the vibrotactile vocabulary, should provide an expressive medium for intercommunication. Moreover, the ability to render tactile cues to a teammate should encourage users to extrapolate a given vocabulary while using it. We implemented a collaborative puzzle task to observe the use of such vocabulary. Results show that participants autonomously adapted it to attend their communication needs during the assembly.";"2016";"V. A. de Jesus Oliveira and L. Nedel and A. Maciel";"2016 IEEE Symposium on 3D User Interfaces (3DUI)";"https://doi.org/10.1109/3DUI.2016.7460036"
"Social Presence and Cooperation in Large-Scale Multi-User Virtual Reality - The Relevance of Social Interdependence for Location-Based Environments";"Introduction. An increasing number of location-based entertainment centers offers the possibility of entering multi-user virtual reality (VR) scenarios. Until now, neither cognition and emotions of users nor team experience have been scientifically evaluated in such an application. The present study investigated the gain of positive social interdependence while experiencing an adventure on the Immersive Deck of Illusion Walk (Berlin, Germany). Method. The preliminary version of a VR group adventure of the company was enriched by a task establishing social interdependence (IDP condition). The impact of IDP on social presence and cooperation (i.e., mutual importance) was evaluated relative to a control task without interdependence (nIDP condition). Results. Social IDP increased social presence and cooperation among participants. Additionally, behavioral involvement (part of presence), certain aspects of the adventure experience, and the affective evaluation during the experience were positively influenced by IDP. Discussion. The present study showed that interdependence can substantially enhance social presence and cooperation (i.e., mutual importance) in a VR setting already characterized by social co-experience. Thus, it revealed one design option (social IDP) to improve the experience, particularly the social experience, of location-based entertainment. Conclusion. The present research addressed one goal of location-based VR hosts to scientifically established design principles for social and collective adventures by supporting the impact of “collectively mastering an adventurous challenge”. In addition, our evaluation demonstrated that the multi-modal tracking, the free movement, as well as the multi-user features enabled natural interaction with other users and the environment, and thereby engendered a comfortable social experience.";"2018";"C. Wienrich and K. Schindler and N. Döllinqer and S. Kock and O. Traupe";"2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)";"https://doi.org/10.1109/VR.2018.8446575"
"Speaking Haptics: Proactive haptic articulation for intercommunication in virtual environments";"Communication is crucial in collaborative tasks. Multimodal strategies are commonly applied to complement, reinforce and disam-biguate information exchange. However, although multimodal communication is commonplace in Collaborative Virtual Environments, the proactive use of touch for intercommunication is surprisingly neglected regardless its importance for communication. In this paper, we look up to elements present in speech articulation to introduce the proactive haptic articulation as a novel approach for communication in CVEs. We defend the hypothesis that elements present in natural language, when added to the design of the vibro-tactile vocabulary, should provide an expressive medium for intercommunication. Moreover, we hypothesize that the ability to render tactile cues to a teammate will encourage users to adapt a given vocabulary spontaneously during its use. We implemented a case study around a collaborative puzzle task to demonstrate the use of such vocabulary. Results show that the proactive haptic articulation provided a way for participants to autonomously and dynamically adapt the provided tactile vocabulary to attend their communication needs during the task.";"2016";"V. A. de Jesus Oliveira and L. Nedel and A. Maciel";"2016 IEEE Virtual Reality (VR)";"https://doi.org/10.1109/VR.2016.7504748"
"An Experimental Study on the Performance of Haptic Data Transmission in Networked Haptic Collaboration";"In this paper, we present preliminary results of our ongoing networked virtual reality project by discussing the implementation and performance of an experimental haptic collaboration system; a networked haptic basketball game. In this game, online players feel like handling a real basketball since they are able to feel the sense of touch by using haptic interfaces. One of challenging issues in this implementation is haptic data transmission over the Internet to allow online multi-user play. Since haptic information is extremely sensitive to delay, jitter, and loss, the provision of timely transmission is critical. We carry out some experiments to compare the performance of the haptic data transmission under various delays, jitters, and losses of packets for two models; one is the position transfer model and the other is the force transfer model. We observe that loss of packets may reduce the force feedback in the Position Transfer Model and jitters are more sensitive than delays for both models.";"2007";"Y. You and M. Y. Sung and N. -J. Kim and K. Jun";"The 9th International Conference on Advanced Communication Technology";"https://doi.org/10.1109/ICACT.2007.358441"
"An iterative approach to optimizing multi-user networked haptic simulations";"Network-based collaborative virtual environments have attracted a great deal of interest in recent years. Stability and performance of such systems can significantly degrade due to the network delay, delay jitter and limited packet transmission rate. Building on our recent work in this area, we propose a systematic approach for designing distributed multi-user haptic simulation control systems to improve their stability and transparency. Three distributed two-user control schemes are presented and optimized for a given communication delay. In addition, an iterative procedure is developed for extending these methods to simulation environments involving more than two users by solving an optimization problem in each step. The effectiveness of the proposed methods are examined in two and three-user haptic simulations.";"2010";"S. Niakosari and S. Sirouspour";"2010 IEEE Haptics Symposium";"https://doi.org/10.1109/HAPTIC.2010.5444661"
"Virtual reality simulator for scoliosis surgery training: Transatlantic collaborative tests";"Scoliosis is a complex deformation of the spine requiring, in severe cases, a highly delicate and invasive surgical instrumentation operation to correct the spinal deformities. Available traditional tools for surgical training have major drawbacks for which virtual reality (VR) technologies and computer simulation can offer solutions. In this paper, we introduce a surgical simulator integrating a complex patient-specific biomechanical model into a VR immersive environment in a collaborative context, the first of its kind for scoliosis surgery training. We present the results for the fully collaborative AVE (audio visual environment) aspects of the simulator. Haptic forces are computed in the biomechanical model, but not yet available as a haptic feedback because of the high forces and torques characteristic of scoliosis surgery, requiring the use of a specifically designed haptic device (in progress). Transatlantic collaborative tests showed that, with our simulator, users on different continents can train collaboratively for scoliosis surgery and visualise the forces and the resulting correction. With the eventual addition of haptic devices, they will also be able to feel the forces remotely.";"2008";"M. Cote and J. -A. Boulay and B. Ozell and H. Labelle and C. -E. Aubin";"2008 IEEE International Workshop on Haptic Audio visual Environments and Games";"https://doi.org/10.1109/HAVE.2008.4685289"
"[DC] CoboDeck Pro: Advanced Encounter-Typed Haptic Device for Collaborative Architectural Design in Walkable VR";"Haptic feedback has consistently shown its potential to enhance task performance in virtual environments. In architectural design, the ability to sketch and conceptualize directly in Virtual Reality (VR), rather than relying on traditional methods, offers a transformative shift in the design process. Integrating haptic feedback into this process can further improve design practices. This dissertation introduces CoboDeck Pro, an advanced haptic device designed to simulate structural deformation, enabling more informed decision-making during early design stages. Additionally, the research addresses multi-user haptic interactions to foster interdisciplinary collaboration while reducing system costs per user. The proposed platform integrates into architectural design frameworks, making the process more collaborative, interactive, and responsive.";"2025";"M. Ghazanfari";"2025 IEEE Conference on Virtual Reality and 3D User Interfaces Abstracts and Workshops (VRW)";"https://doi.org/10.1109/VRW66409.2025.00441"
"Improving transparency in network-based haptics";"This paper is concerned with network-based multi-user haptic interaction using a distributed peer-peer control architecture. It proposes new quantitative measures for quantifying the fidelity of haptic simulations in such environments. User's perceived admittance and discrepancy among local copies of virtual objects are considered in defining these measures. A state prediction scheme is proposed to compensate for the negative effects of the network communication delay on the transparency and stability of the haptic simulation. An optimization problem is formulated for selecting the control gains that can enhance the performance while maintaining system stability. Numerical analysis and haptic interaction experiments are carried out to demonstrate the effectiveness of the proposed approach.";"2009";"S. Niakosari and S. Sirouspour";"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems";"https://doi.org/10.1109/WHC.2009.4810885"
"Tactical Training Using Augmented Reality/Virtual Reality and Haptics";"This study investigates the effects of these immersive technologies on military personnel's training efficacy, efficiency, and safety. Virtual reality (VR) immerses users in artificial surroundings, augmented reality (AR) superimposes digital data on the actual world, and haptics adds tactile input to improve realism. These technologies work together to create training simulations that are incredibly realistic, adaptable, and closely mimic real-world situations. Examples of these scenarios include military operations, emergency response protocols, and technical maintenance jobs. This research emphasizes the advantages of AR, VR, and haptics in military training, including higher information retention, improved skill learning, and enhanced preparation for operational difficulties. It does this by doing a thorough assessment of the available literature and case studies. By eliminating the need for live exercises and giving students practical experience in authentic settings, these immersive technologies provide a secure and affordable substitute for conventional training approaches. Furthermore, employees stationed in remote or inaccessible regions may receive training nearly anytime, anywhere, thanks to the scalability and mobility of AR and VR devices. In the future, this field of study will focus on developing increasingly complex simulation environments and on utilizing advances in machine learning and artificial intelligence to build intelligent and adaptable training systems. Furthermore, haptics, AR, and VR are being widely used by allied agencies and military groups, which has great potential for collaborative training platforms and more equitable access to excellent training materials. Incorporating immersive technology into tactical and technical training signifies a fundamental change in military readiness and education, with far-reaching effects on the 21st-century armed forces' efficacy and adaptability.";"2024";"S. Vashisht";"2024 4th International Conference on Technological Advancements in Computational Sciences (ICTACS)";"https://doi.org/10.1109/ICTACS62700.2024.10840957"
"A Study of Communication Modalities in a Virtual Collaborative Task";"This paper examined the relative effectiveness of three communication modalities in a collaborative virtual environment. Communication modalities of verbal only (V), haptic only (H), and both (HV), were used in a 2D pointing task. A total of 36 participants were paired into 18 dyads. In each dyad, there was a supervisor and an acting agent. The supervisor used one of the three modalities to guide the acting agent to reach the target location. The time to task completion and the trajectory were recorded and analyzed. The results indicate that subjects using verbal only and haptic+verbal communication performed equally well in the collaborative pointing task. Subjects using haptic only communication spent more time and had longer path lengths than verbal only and haptic+verbal communication. Nevertheless, all three modalities were effective in communicating in a virtual collaborative task.";"2013";"J. Wang and A. Chellali and C. G. L. Cao";"2013 IEEE International Conference on Systems, Man, and Cybernetics";"https://doi.org/10.1109/SMC.2013.98"
"An efficient hybrid multicast transport protocol for collaborative virtual environment with networked haptic";"In recent years, we have witnessed a growing interest in synchronous collaboration based class of applications. Several techniques for collaborative virtual environments CVE, haptic, audio and visual environments C-HAVE were designed. However several challenging issues remain to be resolved before CVE and C-HAVE become a common place. In this paper, we focus upon applications that are based on closely coupled and highly synchronized haptic tasks that require a high- level of coordination among the participants. Four main protocols were designed to resolve the synchronization issues in such environments: the synchronous collaboration transport protocol (SCTP), the selective reliable transmission protocol (SRTP), the reliable multicast transport protocol (RMTP) and the scalable reliable multicast (SRM). While these four protocols have shown good performance for CVE and C-HAVE class of applications, none of these protocols was able to meet all the of the basic CVE requirement i.e., scalability, reliability, synchronization and minimum delays. In this paper, we present a hybrid protocol that is able to satisfy all the CVE and C-HAVE requirements and discuss its implementation";"2006";"A. Boukerche and H. Maamar";"2006 IEEE International Workshop on Haptic Audio Visual Environments and their Applications (HAVE 2006)";"https://doi.org/10.1109/HAVE.2006.283778"
"Collaborative haptic environment assessment";"Collaborative virtual environments (CVE) allow users from different geographical locations to execute a shared task by acting upon the same entities in the virtual world. Most of these environments rely on visual and auditory senses. The advances in haptic technology have opened a path for the sense of touch to be integrated into CVE. The main issue in a haptic CVE is maintaining state consistency despite the existence of network delays. We focus this research on studying the effects of network latency on task performance and we report our preliminary results.";"2009";"F. G. Hamza-Lup and B. M. Lambeth and J. LaPlant";"World Haptics 2009 - Third Joint EuroHaptics conference and Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems";"https://doi.org/10.1109/WHC.2009.4810903"
"Virtual Laboratory: a virtual distributed platform to share and perform experiments";"This paper presents a distributed platform that gives researchers a framework to develop and deploy multi modal enabled experiments (haptic, audio, 3d vision), share them on the network with other research institutes and cooperate or remotely teleoperate with partners during the experiments. It gives also the possibility to see and collect significant data to be analyzed so that it's possible to achieve scientific results. All the experiments performed within the platform are real-time and fully interactive distinguishing the proposed Virtual Laboratory from other virtual laboratories that is possible to find in literature. The purpose of such platform is to enhance the speed of development of multi modal haptic enabled applications and improve the whole scientific experiment workflow. In particular the Virtual Laboratory platform is intended to supply a common shared place to perform inter-laboratories experiments and enhance the production of scientific results.";"2008";"P. Tripicchio and E. Ruffaldi and C. A. Avizzano and M. Bergamasco";"2008 Symposium on Haptic Interfaces for Virtual Environment and Teleoperator Systems";"https://doi.org/10.1109/HAPTICS.2008.4479963"
"QoE Assessment of Cooperative Work in Networked Virtual Environment with Haptics";"This paper examines influences of the network latency on cooperative work in a networked virtual environment with haptics by QoE (Quality of Experience) subjective and objective assessment. As the work, two users cooperatively carry an object in a networked maze system by using haptic interface devices. Assessment results demonstrate that as the network latency becomes longer, MOS (Mean Opinion Score) as a subjective measure becomes higher. We also clarify the relations between MOS and several objective measures by regression analysis.";"2021";"K. Z. Win and S. Thandar Aung and Y. Ishibashi and K. T. Mya";"2021 IEEE International Conference on Consumer Electronics-Taiwan (ICCE-TW)";"https://doi.org/10.1109/ICCE-TW52618.2021.9602999"
