"title";"abstract";"cleaned_year";"author";"source";"link"
"GAVRe2: Towards Data-Driven Upper-Limb Rehabilitation with Adaptive-Feedback Gamification";"This paper presents Game Adaptive Virtual Reality Rehabilitation (GAVRe2), a framework to augment upper limb rehabilitation using Virtual Reality (VR) gamification and haptic robotic manipulator feedback. GAVRe2 integrates independent systems in a modular fashion, connecting patients with therapists remotely to increase patient engagement during rehabilitation. GAVRe2 exploits VR capabilities to not only increase the productivity of therapists administering rehabilitation, but also to improve rehabilitation mobility for patients. Conventional rehabilitation requires face-to-face physical interactions in a clinical setting which can be inconvenient for patients. The GAVRe2 approach provides an avenue for rehabilitation in a domestic setting by remotely customizing a routine for the patient. Results are then reported back to therapists for data analysis and future training regime development. GAVRe2 is evaluated experimentally through a system that integrates a popular VR system, a RGB-D camera, and a collaborative industrial robot, with results indicating potential benefits for long-term rehabilitation and the opportunity for upper limb rehabilitation in a domestic setting.";"2018";"Y. Lai and S. Sutjipto and M. D. Clout and M. G. Carmichael and G. Paul";"2018 IEEE International Conference on Robotics and Biomimetics (ROBIO)";"https://doi.org/10.1109/ROBIO.2018.8665105"
"The Characteristics Evaluation of a VR Simulator-based Catheter Training System";"So many patients get benefit from endovascular surgeries because of the miniature wound and fast healing, but how to achieve the goal of endovascular surgeries need the doctor to master their skill and ensure that not to made damage to the patients. A training system which cooperated with VR simulator system is in desperately indeed. The VR simulator could simulate the position and form of the catheter. A controlling device also could make the novice surgeons understand the insertion and rotation to the catheter. At the same time, the feedback system could also provides advantages for training. The performance is evaluated from the displacement in VR system and force feedback from haptic device. The results demonstrate that the enhance after training is about 38%. Based on the result we could announced that our VR simulator based catheter training system provide the a effective way for those surgeons under training";"2018";"M. Yu and S. Guo and Y. Song and L. Zhang";"2018 13th World Congress on Intelligent Control and Automation (WCICA)";"https://doi.org/10.1109/WCICA.2018.8630550"
"The Study of Using Eye Movements to Control the Laparoscope Under a Haptically-Enabled Laparoscopic Surgery Simulation Environment";"The purpose of this study is to investigate the possibility to use eye movements to control the laparoscope during a laparoscopic surgery. Laparoscopic surgery usually needs at least two doctors, a surgeon and a laparoscope assistant. The view of the operating surgeon is provided by the laparoscope assistant. As misunderstandings or conflicts of cooperation may happen, an ideal way is that the surgeon has a full control of all the instruments including the surgical tools and laparoscope. To achieve it, an eye based interaction method is introduced in this paper that allows surgeons to control the view by themselves. With recent developments in the eye tracker platforms and associated eye tracking technologies, many non-contact eye tracking systems are available. It can record where a person is looking at any time and a sequence of eye movements. This information can be used to know where is the attention and interest of the person on a display. As such, surgeon's attention can be captured and then be followed by moving the laparoscope to the region of interest. To have a safe and efficient evaluation on the usability, a virtual reality based laparoscopic surgery simulation is built. It is based on Unity with two haptic devices simulating the surgical tools, a 3D mouse providing 6 degrees-of-freedom control of the camera and an eye tracker capturing eyes' positions on a display. Experiments on moving a camera left, right, up, down, in, out and to specified locations using eyes are conducted, and moreover the performances of the proposed eye based self-control and the 3D mouse based other-control are compared. The results are promising where the proposed pointing method leads to 43.6% faster completion of the tasks against the traditional other-control method using the 3D mouse.";"2018";"H. Zhou and L. Wei and R. Cao and S. Hanoun and A. Bhatti and Y. Tai and S. Nahavandi";"2018 IEEE International Conference on Systems, Man, and Cybernetics (SMC)";"https://doi.org/10.1109/SMC.2018.00513"
"Experimental QoS Optimization for Haptic Communication Over Tactile Internet";"So far, most haptic applications are standalone systems or endeavors to provide collaborated haptic virtual environments. With the emergence of the Tactile Internet (TI), ultra-low-delay and ultra-high-reliable communications will enable a paradigm shift from traditional content-oriented communication to control-oriented communication. Specifically, The human-in-the-loop Tactile Internet enables the vision of delivering human skills e.g, feeling and manipulating, in addition to the human knowledge e.g., seeing and hearing, remotely, adding more life to the Internet of skills. Within this paradigm, human multisensory information for interaction and communication with the remote environment needs to be exchanged. In this paper, we present an experimental study to optimize objective quality evaluation for multimodal communication especially haptic, over the Internet. For that purpose, a simulated haptic model based on the ALPHAN protocol was implemented on Riverbed modular to generate real haptic traffics over an infrastructure that mimics the TI, the model was used to select appropriate Diffserv QoS solutions in a large-scale collaborated haptic environment. The outcome of the study found that deploying custom queuing with low latency queue (LLQ) or Priority Queuing (PQ) in conjunction with ALPHAN protocol can be used to dramatically enhance the network performance of haptic communication.";"2018";"Al Ja’afreh, Mohammad and Adharni, Hikmat and Saddik, Abdulmotaleb";"2018 IEEE International Symposium on Haptic, Audio and Visual Environments and Games (HAVE)";"https://doi.org/10.1109/HAVE.2018.8547504"
"Efficiency of Cooperation between Human and Remote Robot System with Force Feedback";"In this paper, we investigate influences of network delay on the efficiency of cooperative work between a human and a remote robot system with force feedback by experiment. In the system, a human can manipulate a remote industrial robot having a force sensor by using a haptic interface device while watching video. In our experiment, the human hands over (or receives) an object with an electric hand attached to the tip of the industrial robot arm to (or from) a magic hand held by another human. Experimental results show that the average time of work increases as the network delay becomes larger.";"2018";"Y. Toyoda and P. Huang and Y. Ishibashi and Y. Tateiwa and H. Watanabe";"2018 IEEE International Conference on Intelligence and Safety for Robotics (ISR)";"https://doi.org/10.1109/IISR.2018.8535914"
"Collaborative Haptic Exploration of Dynamic Remote Environments";"Haptic perception is an important modality in reinforcing the presence of virtual or remote targets, but providing haptic feedback of dynamic environments still remains a challenging task. We address the issue of haptic telepresence systems by improving and integrating two independent approaches: real-time haptic rendering of unstructured spatial data and collaborative interaction with a remote partner. Contact with physical constraints is directly estimated from streaming point-cloud data without surface reconstruction, and haptic guidance cues that restrict or promote the users motion can be provided by both predefined triggers and gesture-based input from a helper. Through a user study with a proof-of-concept prototype, the authors show that the proposed approach significantly improves the performance of remote exploration tasks while enabling stable haptic interaction with real-world spatial data.";"2018";"Kim, Seokyeol and Park, Jinah";"IEEE Computer Graphics and Applications";"https://doi.org/10.1109/MCG.2018.053491733"
"Vibrotactile and Force Collaboration within 3D Virtual Environments";"In a three-dimensional (3D) virtual environment (VE), proper collaboration between vibrotactile and force cues - two cues of the haptic modality - is important to facilitate task performance of human users. Many studies report that collaborations between multi-sensory cues follow maximum likelihood estimation (MLE). However, an existing work finds that MLE yields a mean and an amplitude mismatches when interpreting the collaboration between the vibrotactile and force cues. We thus proposed mean-shifted MLE and conducted a human study to investigate the mismatches. For the study, we created a VE to replicate the visual scene, the 3D interactive task, and the cues from the existing work. Our participants were biased to rely on the vibrotactile cue for their tasks, departing from unbiased reliance on both cues in the existing work. Assessments of task completion time and task accuracy validated the replication. We found that based on task accuracy MLE explained the cue collaboration to certain degrees, agreed with the existing work. Mean-shifted MLE remedied the mean mismatch, but maintained the amplitude mismatch. Further examinations revealed that the collaboration between both cues may not be entirely additive. This sheds an insight for proper modeling of the collaboration between the vibrotactile and force cues to aid interactive tasks in VEs.";"2018";"S. Tarng and A. Erfanian and Y. Hu and F. Merienne";"2018 IEEE 22nd International Conference on Computer Supported Cooperative Work in Design ((CSCWD))";"https://doi.org/10.1109/CSCWD.2018.8465360"
"Using Industrial Robots as Haptic Devices for VR-Training";"Many VR-training application require the integration of haptics, i.e. for surgical training. However, surgical VR-training is still limited to minimal invasive surgeries. For surgeries where high forces occur, like hip replacement, no VR-training applications have been developed. One cause for this is the lack of appropriate haptic devices which can deliver high forces. Novel industrial collaborative robots can provide high forces. Although, they lack control interfaces allowing to use them as haptic devices. We present 4 approaches for using these robots as general, multipurpose haptic input and output devices. The implemented approach was integrated into a VR hip replacement training application. An initial assessment demonstrates the general feasibility of our solution.";"2018";"S. Knopp and M. Lorenz and L. Pelliccia and P. Klimant";"2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)";"https://doi.org/10.1109/VR.2018.8446614"
"Social Presence and Cooperation in Large-Scale Multi-User Virtual Reality - The Relevance of Social Interdependence for Location-Based Environments";"Introduction. An increasing number of location-based entertainment centers offers the possibility of entering multi-user virtual reality (VR) scenarios. Until now, neither cognition and emotions of users nor team experience have been scientifically evaluated in such an application. The present study investigated the gain of positive social interdependence while experiencing an adventure on the Immersive Deck of Illusion Walk (Berlin, Germany). Method. The preliminary version of a VR group adventure of the company was enriched by a task establishing social interdependence (IDP condition). The impact of IDP on social presence and cooperation (i.e., mutual importance) was evaluated relative to a control task without interdependence (nIDP condition). Results. Social IDP increased social presence and cooperation among participants. Additionally, behavioral involvement (part of presence), certain aspects of the adventure experience, and the affective evaluation during the experience were positively influenced by IDP. Discussion. The present study showed that interdependence can substantially enhance social presence and cooperation (i.e., mutual importance) in a VR setting already characterized by social co-experience. Thus, it revealed one design option (social IDP) to improve the experience, particularly the social experience, of location-based entertainment. Conclusion. The present research addressed one goal of location-based VR hosts to scientifically established design principles for social and collective adventures by supporting the impact of “collectively mastering an adventurous challenge”. In addition, our evaluation demonstrated that the multi-modal tracking, the free movement, as well as the multi-user features enabled natural interaction with other users and the environment, and thereby engendered a comfortable social experience.";"2018";"C. Wienrich and K. Schindler and N. Döllinqer and S. Kock and O. Traupe";"2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)";"https://doi.org/10.1109/VR.2018.8446575"
"Realtime Collision Avoidance for Mechanisms with Complex Geometries";"This video presents a collision avoidance framework for mechanisms with complex geometries. The performance of the framework is showcased with the haptic interface HUG [3]. We are able to avoid contacts with the robot links and with moving objects in the environment in 1 kHz. The main contribution of our approach is its generic and extensible nature; it can be applied to any mechanism consisting of arbitrarily complex rigid bodies, in contrast to common solutions that use simplified models [2], [7]. In the preprocessing phase, first, the kinematic chain of the mechanism is described [1]. Second, we generate voxelized distance fields and point-sphere hierarchies for the geometry of each mechanism link and each object in the environment [6]. After that, our system requires only the joint angles and information of the environment state (e.g., object poses tracked by optical sensors) to compute collision avoidance forces. At runtime, each link is artificially dilated by a safety isosurface. If a point of an object goes through this surface, a normal force scaled by its penetration depth is computed and applied to the corresponding link. If humans are generically modeled as mechanisms and properly tracked, our system can also prevent collisions with them, ensuring save human-machine collaboration. Figure 1 illustrates the framework and its basic components. The multi-body collision computation architecture was first developed for virtual maintenance simulations with haptic feedback [5], [4], and thereafter extended to collision avoidance of mechanisms. A first prototype was previously published in [8].";"2018";"Sagardia, Mikel and Turrillas, Alexander and Hulin, Thomas";"2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR)";"https://doi.org/10.1109/VR.2018.8446527"
"Human-robot cooperation through brain-computer interaction and emulated haptic supports";"The study presented in this paper is in the context of providing a telepresence platform for people with tetraplegia, who may be confined to their room or bed. The eventual aim is to provide these people with a system that allows them to remotely control a robot, which can act as a medium for him/her in their everyday life, e.g. by enabling interactions with friends and relatives who may be located in other rooms or even remote places and exploring different environments. In this paper, we deal with the specific challenge of cooperation between a robot and a human, who is only able to control the device using thoughts alone. The system is therefore composed of a brain computer interface (BC1) and a visual interface to implement an “emulated haptic shared control” of the robot. The aim is to share motion control between the human and the robot according to the difficulty of the situation. The control schema that exploits this “emulated haptic feedback” has been designed and evaluated using human-machine cooperation (HMC) and has been compared with more standard controls. We report on an initial experiment that has been conducted to test the feasibility of the approach. Preliminary results highlight the interest of the approach but also the challenges that remain to be overcome.";"2018";"M. -P. Pacaux-Lemoine and L. Habib and T. Carlson";"2018 IEEE International Conference on Industrial Technology (ICIT)";"https://doi.org/10.1109/ICIT.2018.8352489"
"Tele-Manipulation with Two Asymmetric Slaves: Two Operators Perform Better Than One";"Certain tele-manipulation tasks require manipulation by two asymmetric slaves, for example, a crane for hoisting and a dexterous robotic arm for fine manipulation. It is unclear how to best design human-in-the-loop control over two asymmetric slaves. The goal of this paper is to quantitatively compare the standard approach of two co-operating operators that each control a single subtask, to a single operator performing bi-manual control over the two subtasks, and a uni-manual control approach. In a human factors experiment, participants performed a heavy load maneuvering and mounting task using a vertical crane and a robotic arm. We hypothesize that bi-manual control yields worse task performance and control activity compared to co-operation, because of conflicting spatial and temporal constraints. Literature suggests that uni-manual operators should perform better than co-operation, as co-operators critically depend on each other's actions. However, other literature provides evidence that individual operators have limited capabilities in controlling asymmetric axes of two dynamic systems. The results show that the two co-operators perform the maneuvering and mounting task faster than either bi- or uni-manual operators. Compared to co-operators, uni-manual operators required more control activity for the vertical crane and less for the robotic arm. In conclusion, this study suggests that when controlling two asymmetric slaves, a co-operating pair of operators performs better than a single operator.";"2018";"J. van Oosterhout and C. J. M. Heemskerk and M. R. de Baar and F. C. T. van der Helm and D. A. Abbink";"IEEE Transactions on Haptics";"https://doi.org/10.1109/TOH.2017.2759108"
"Haptic Tele-cooperation of Multiple Robots";"In this paper, a novel haptic tele-cooperation control scheme for a system consisting of multiple manipulators interacting with a physical or virtual object is proposed. The contact force between each manipulator and the object is decomposed into two independent forces, one of which is related to grasping the object and the other is related to the motion of the object including its interaction with the environment it is in. The Lyapunov's direct method is used for designing and stability analysis of the proposed controller. As a case study, the problem of robotic tele-rehabilitation is investigated where multiple human operators (e.g., one or more therapists, patients, and trainees in a tele-rehabilitation setting) control their user interfaces in order to tele-cooperatively manipulate an object in a virtual environment. Experimental results confirm the performance and effectiveness of the proposed control methodology.";"2017";"I. Sharifi and H. A. Talebi and S. A. R. Mousavi and S. Shemshaki and M. Tavakoli";"2017 5th RSI International Conference on Robotics and Mechatronics (ICRoM)";"https://doi.org/10.1109/ICRoM.2017.8466205"
"Influence of network delay on human perception of weight in virtual environment";"This paper investigates the influence of network delay on human perception of weight in virtual environment by experiment. In the environment, each of two users manipulates a haptic interface device, and the users collaboratively lift up a stick by holding two ends of the stick in a 3D virtual space. A weighted ball is placed on the stick, if one end of the stick is lower than the other end, the ball moves to the lower end. The users try to keep the ball at the center of the stick while lifting up the stick. We also implement the local lag control as QoS (Quality of Service) control and compare results with the control and those without it. Experiment results demonstrate that the local lag control is effective.";"2017";"Huang, Pingguo and Arima, Ryo and Ishibashi, Yutaka";"2017 3rd IEEE International Conference on Computer and Communications (ICCC)";"https://doi.org/10.1109/CompComm.2017.8322737"
"Data caching and selection in 5G networks using F2F communication";"As an emergent technology the IoT promises to harness the computational and data resources distributed across different remote clouds. Fog computing extends cloud computing by bringing the network and cloud resources closer to the network edge. As the number of resources contributing to the cloud/fog system grows, so the problems associated with efficient and effective resource selection and allocation. In this paper, we introduce a fog-to-fog (F2F) data caching and selection method, which allows IoT devices to retrieve data in a faster and more efficient way. The proposed solution is based on a data caching and selection strategy using a multi-agent cooperation framework. Caching is achieved by decomposing cloud data into a set of files and then placed into fog storage sites. The selection process is based on a run-time file location prediction technique, which collects and maintains a repository of fog data in the form of log files. When data needs to be retrieved, prediction is made with the aid of these logs and previous successful search queries resulting in realistic run-time location estimates as well as best fog selection. Simulation results showcase the reduced data retrieval latency that enable tactile Internet in 5G. Additionally, results show increased successful file hit ratio leading to a reduced number of repeated downloads.";"2017";"I. A. Ridhawi and N. Mostafa and Y. Kotb and M. Aloqaily and I. Abualhaol";"2017 IEEE 28th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)";"https://doi.org/10.1109/PIMRC.2017.8292681"
"Foundational elements of next generation cyber physical and IoT frameworks for distributed collaboration";"This paper discusses the foundational elements for Next Generation frameworks based on the emerging principles and technologies in the context of distributed collaboration in two diverse fields (manufacturing and surgery). The Next Generation `smart' collaborative frameworks discussed in this paper are influenced by several emerging fields and technologies; these include Advanced Virtual Reality and Haptic (Touch) based technologies to support collaborative interactions among distributed users along with emerging practices based on Internet of Things (IoT), Cyber Physical Systems (CPS), Cloud Computing and Future Internet networking approaches. The foundational elements revolve around 3 key facets of Information Centric Engineering (ICE) which include Modeling, Simulation and Exchange (MSE) of Information. We discuss the creation of such IoT based cyber physical frameworks using these MSE elements for two of these domains: one is advanced manufacturing; the other is the field of medical surgical training. The design of such IoT based Cyber Physical frameworks is discussed along with implementation aspects of two advanced Test Beds.";"2017";"Cecil, J. and Cecil-Xavier, Aaron and Gupta, Avinash";"2017 13th IEEE Conference on Automation Science and Engineering (CASE)";"https://doi.org/10.1109/COASE.2017.8256200"
"Usage of tactile feedback to assist cooperative object manipulations in virtual environments";"This study evaluates the usage of tactile feedback to aid cooperative object manipulation using the SkeweR technique. This technique is based on the use of crushing points, where the users grab the object for the first time, to simultaneously move/rotate an object. Once the user keeps his hand positioned on the crushing point, during the object manipulation, the interaction becomes more natural, in the sense that it is more similar to the real process. However, due to the lack of any physical constraint to the users' movements, it is often noticed that the user's hand moves apart from the crushing point during the interaction. To solve this problem, this work proposes the usage of tactile feedback to inform the user about the distance of his hand from the crushing point. The tactile feedback is provided by a vibration micromotor attached to the users' thumb. To validate our method, we ran a user study based on the 3D manipulation of a virtual object, which has to be translated and rotated through a virtual path along a virtual wire, from the beginning to the end of it. During the interaction, users manipulate a 3DOF position tracker and should keep this tracker at the same position of the crushing point. During the trials, the participants used three modalities of interaction: without any feedback, with a visual feedback and with tactile feedback. Results showed that the users kept the tracker closer to the crushing point when using tactile feedback.";"2017";"T. V. de Oliveira and M. S. Pinho";"2017 IEEE International Conference on Systems, Man, and Cybernetics (SMC)";"https://doi.org/10.1109/SMC.2017.8122976"
"Collaborative Computing for Advanced Tactile Internet Human-to-Robot (H2R) Communications in Integrated FiWi Multirobot Infrastructures";"With the emergence of the Tactile Internet and advent of remote-controlled robots, proper task allocation among robots has attracted significant attention to enable robotic applications and services based on the human-to-robot communications paradigm. However, limited computing, energy, and storage resources of robots may hinder the successful launch of such applications. Task offloading to collaborative nodes is a promising approach to improve the task execution time and energy efficiency of robots. In this paper, we investigate a proper task allocation strategy by combining suitable host robot selection and computation task offloading onto collaborative nodes. We exploit conventional cloud, decentralized cloudlets, and neighboring robots as collaborative nodes for computation offloading in support of a host robot’s task execution. More specifically, our proposed task allocation policy selects a suitable robot based on several key parameters, including robot availability, remaining energy, and task execution time. Furthermore, our proposed computation offloading strategy examines the suitability of collaborative nodes in terms of task response time and energy consumption and then chooses an appropriate collaborative node to conduct the requested computation. We introduce an adaptive resource allocation model and develop an analytical framework to evaluate the task allocation delay, energy consumption, and task response time for noncollaborative and collaborative task execution scheme across integrated fiber-wireless multirobot networks. The results show that the proposed collaborative task execution scheme outperforms the noncollaborative scheme in terms of task response time and energy consumption efficiency.";"2017";"M. Chowdhury and M. Maier";"IEEE Internet of Things Journal";"https://doi.org/10.1109/JIOT.2017.2761599"
"The virtual reality simulator-based catheter training system with haptic feedback";"The endovascular surgery benefits patients due to the miniature wound and fast healing, but to achieve this kind of goal need the doctor with superb skill in order to not made damage to the patients. A training system is desperately in need. The training system is cooperated with VR simulator system, which could simulate the movement of the catheter. To get the novice surgeons get trained, a controlling device makes training system effective. At the same time, the feedback system also provides advantages for training. The performance is evaluated from the displacement in VR system and force feedback from haptic device. The results demonstrate that the operation error is less than 10%. The purposed training system provides a effective way which combined the VR catheter system and force feedback system.";"2017";"S. Guo and M. Yu and Y. Song and L. Zhang";"2017 IEEE International Conference on Mechatronics and Automation (ICMA)";"https://doi.org/10.1109/ICMA.2017.8015939"
"Exploring the potential of tangible user interface in classroom teaching — Learning";"Technology driven modern education system highly depends on the devices which is not an exception in the classrooms. These technological advancements pave new opportunities for creating innovative methods of collaboration depending on gesticulations, body-movements and management of real-objects enhancing higher degree of engagement in classroom. Tangible user interfaces can be noteworthy to the educational environment by empowering the students to interact with virtual objects augmented with the computing power. In this paper, we proposed a system specifying how TUI can be a better alternative in regular classroom teaching learning and explore various possibilities of TUI that can enhance the learning outcome with spontaneous learning zeal. The system also outlines the solution to various problems associated with quality learning in elementary classes. Investigative, design engrossed studies have shown that TUI's offer educational aids, due to the added haptic dimension, shared-space and improved approachability which could be used effectively in collective circumstances.";"2017";"Devi, Suraksha and Deb, Suman";"2017 3rd International Conference on Computational Intelligence & Communication Technology (CICT)";"https://doi.org/10.1109/CIACT.2017.7977368"
"Analysis of virtual environment haptic robotic systems for a rehabilitation of post-stroke patients";"Haptic refers to feedback of a physical signal to a human user through touch. A haptic system realizes this feedback. In most of the applications today, the physical signal refers to force but not necessary. Virtual environment haptic systems refers to the situation where the force to be feedback from the objects in a virtual environment or computer. Virtual environment haptic robotic systems are widely used for rehabilitation and training of surgeon. However, currently, these systems seem to be qualitative; as such the training goal can never be precise. The root cause for this shortcoming is absence of theoretical analysis of virtual environment haptic robotic systems. This paper reports our work on a theoretical analysis of the virtual environment haptic robotic system. A commercial system Phantom Omni was taken as a case system to facilitate this research. This research has a generalized implication to any kind of virtual environment haptic robotic system as well as to general Human-Machine Cooperative Robot, a kind of which is the haptic system.";"2017";"T. T. Jiang and Z. Q. Qian and Y. Lin and Z. M. Bi and Y. F. Liu and W. J. Zhang";"2017 IEEE International Conference on Industrial Technology (ICIT)";"https://doi.org/10.1109/ICIT.2017.7915451"
"Design and assessment of haptic interfaces: An essay on proactive haptic articulation";"We looked up to elements present in speech articulation to introduce the proactive haptic articulation as a novel approach for intercommunication. The ability to use a haptic interface as a tool for implicit communication can supplement communication and support near and remote collaborative tasks in virtual and physical environments. In addition, the proactive articulation can be applied during the design process, including the user in the construction of more dynamic and optimized vibrotactile vocabularies. In this proposal, we discuss the thesis of the haptic proactive communication and our method to assess and implement it. Our goal is to understand the phenomena related to the proactive articulation of haptic signals and its use for communication and for the design of optimized tactile vocabularies.";"2017";"de Jesus Oliveira, Victor";"2017 IEEE Virtual Reality (VR)";"https://doi.org/10.1109/VR.2017.7892350"
"Multicontact Bilateral Telemanipulation With Kinematic Asymmetries";"We propose a novel bilateral telemanipulation framework to tame master and slave devices having different structures. This condition applies to multicontact teleoperation scenarios where the number of contact points on the slave side and the number of interaction points on the master side are different. An example is a master device interacting with the thumb and the index fingertips of the human operator, and as slave device, a robotic arm with a multifingered robotic hand. In case of a manipulation task, it is not straightforward to transmit motion commands and reflect forces from the interaction with the environment. A general telemanipulation framework, that does not consider the specific kinematics of the devices involved, is needed. The main idea of this study is to take advantage of a virtual object as a mediator between the master and slave side. The arising forward and backward mapping algorithms are able to relate the motions and the exerted forces of very dissimilar systems. The approach has been evaluated in a case study consisting of two haptic interfaces used both to track the index and thumb motions and to render forces on the master side and a robotic arm with a multifingered hand as end effector on the slave side. The results presented in this paper can be extended to cooperative grasping scenarios where multiple robots telemanipulate the same object.";"2017";"G. Salvietti and L. Meli and G. Gioioso and M. Malvezzi and D. Prattichizzo";"IEEE/ASME Transactions on Mechatronics";"https://doi.org/10.1109/TMECH.2016.2606895"
"Development of robotic arm using haptic feedback";"In this paper, we have introduced how autonomous robots would benefit from improvements in haptic intelligence and overview of telerobotics systems. In the real world, we want robots to help to perform tasks in the remote environment. This paper also accentuates the synergy between the human operator and a robot and has various applications in healthcare, medicines, entertainment, education, graphic arts, the industry as well as space. Our aim is to design and construct a robotic arm through in cooperation of haptic feedback. Through the processes of conceptualization, design, assembly, and final coding, we were required to complete tasks ranging from needs assessment, static and dynamic load analyses, design for manufacturing, machining, troubleshooting, and finally microcontroller coding, to name but a few.";"2016";"M. Pawar and P. Lad";"2016 2nd IEEE International Symposium on Robotics and Manufacturing Automation (ROMA)";"https://doi.org/10.1109/ROMA.2016.7847815"
"TactileVR: Integrating Physical Toys into Learn and Play Virtual Reality Experiences";"We present TactileVR, a proof-of-concept virtual reality system in which a user is free to move around and interact with physical objects and toys, which are represented in the virtual world. By integrating tracking information from the head, hands and feet of the user, as well as the objects, we infer complex gestures and interactions such as shaking a toy, rotating a steering wheel, or clapping your hands. We create educational and recreational experiences for kids, which promote exploration and discovery, while feeling intuitive and safe. In each experience objects have a unique appearance and behavior e.g. in an electric circuits lab toy blocks serve as switches, batteries and light bulbs.We conducted a user study with children ages 5–11, who experienced TactileVR and interacted with virtual proxies of physical objects. Children took instantly to the TactileVR environment, intuitively discovered a variety of interactions, and completed tasks faster than with non-tactile virtual objects. Moreover, the presence of physical toys created the opportunity for collaborative play, even when only some of the kids were using a VR headset.";"2016";"Shapira, Lior and Amores, Judith and Benavides, Xavier";"2016 IEEE International Symposium on Mixed and Augmented Reality (ISMAR)";"https://doi.org/10.1109/ISMAR.2016.25"
"User's behaviours in a collaborative task - real vs. virtual environments";"This paper reports the results of a pilot study evaluating the performance of healthy volunteers working in pairs to fulfil a collaborative task in both real and virtual environments. The main aim of this study is to investigate how different environments (real vs. virtual) and communication modalities (with vs. without talking to each other) affect the quality of interaction between humans. The results suggest that doing the task in the virtual world was more difficult and required more effort to complete than doing it in the real world even though the virtual world task was reported to be more engaging. Participants employed different strategies in each environment in order to successfully complete each task. The results from this study could be used to develop a more elaborate model that predicts each user's behaviour in a collaborative task, which could in turn be used for remote interaction between users mediated by robotic/haptic interfaces.";"2016";"H. H. Le and M. J. Loomes and R. C. V. Loureiro";"2016 6th IEEE International Conference on Biomedical Robotics and Biomechatronics (BioRob)";"https://doi.org/10.1109/BIOROB.2016.7523745"
"Speaking Haptics: Proactive haptic articulation for intercommunication in virtual environments";"Communication is crucial in collaborative tasks. Multimodal strategies are commonly applied to complement, reinforce and disam-biguate information exchange. However, although multimodal communication is commonplace in Collaborative Virtual Environments, the proactive use of touch for intercommunication is surprisingly neglected regardless its importance for communication. In this paper, we look up to elements present in speech articulation to introduce the proactive haptic articulation as a novel approach for communication in CVEs. We defend the hypothesis that elements present in natural language, when added to the design of the vibro-tactile vocabulary, should provide an expressive medium for intercommunication. Moreover, we hypothesize that the ability to render tactile cues to a teammate will encourage users to adapt a given vocabulary spontaneously during its use. We implemented a case study around a collaborative puzzle task to demonstrate the use of such vocabulary. Results show that the proactive haptic articulation provided a way for participants to autonomously and dynamically adapt the provided tactile vocabulary to attend their communication needs during the task.";"2016";"de Jesus Oliveira, Victor and Nedel, Luciana and Maciel, Anderson";"2016 IEEE Virtual Reality (VR)";"https://doi.org/10.1109/VR.2016.7504748"
"An interactive interface for multi-pilot ROV intervention";"As we endeavor to deploy and maintain evermore complex infrastructure underwater, the tools used for subsea maintenance and intervention must also evolve to meet new needs. Whether for scientific sampling and exploration, subsea mining, offshore oil & gas production, or installation and maintenance of marine renewable energy devices, there is a regular and increasing need for intervention to conduct maintenance work or repair failed equipment. As work is conducted in hostile, deep and remote locations where divers cannot be used, the use of remotely operated vehicles (ROVs) is commonplace. Despite advances in sensing and machinery, however, significant challenges persist with ROV operations. Inadequate situational awareness, data deluge, and cumbersome operator controls combine to create a technological hurdle that is yet to be overcome. In this work we address the problem of using multiple pilots to collaboratively operate a single robotic system to perform a variety of tasks underwater. This is done via an interactive interface making use of 3D visualization, enhanced feedback using haptics, and an intuitive control scheme that incorporates input from multiple sources. This paper presents a method for fusing multimodal sensor data to build a model-based representation of the ROV and its workspace, details of a prototype ROV manipulator test bed, and results from recent in-water testing where multiple pilots work together to successfully complete a complex underwater task.";"2016";"A. Stewart and F. Ryden and R. Cox";"OCEANS 2016 - Shanghai";"https://doi.org/10.1109/OCEANSAP.2016.7485397"
"Proactive haptic articulation for intercommunication in collaborative virtual environments";"In this paper, we look upon elements present in speech articulation to introduce proactive haptic articulation as a novel approach for communication in Collaborative Virtual Environments. We defend the hypothesis that elements present in natural language, when added to the design of the vibrotactile vocabulary, should provide an expressive medium for intercommunication. Moreover, the ability to render tactile cues to a teammate should encourage users to extrapolate a given vocabulary while using it. We implemented a collaborative puzzle task to observe the use of such vocabulary. Results show that participants autonomously adapted it to attend their communication needs during the assembly.";"2016";"de Jesus Oliveira, Victor and Nedel, Luciana and Maciel, Anderson";"2016 IEEE Symposium on 3D User Interfaces (3DUI)";"https://doi.org/10.1109/3DUI.2016.7460036"
